"time";"M";"M2";"lac";"mu";"gam";"laa";"trans";"trans2";"K";"lac2";"mu2";"gam2";"laa2"
2,5;500;500;0,8;0,4;0,04;0,5;0,5;0,5;40;0,8;1,2;0,04;1,5
5;500;500;0,8;0,4;0,04;0,5;0,5;0,5;40;0,8;1,2;0,04;1,5
2,5;500;500;0,4;0,8;0,04;0,5;0,5;0,5;40;1,2;0,8;0,04;1,5
5;500;500;0,4;0,8;0,04;0,5;0,5;0,5;40;1,2;0,8;0,04;1,5
2,5;500;500;0,8;0,8;0,04;0,5;0,5;0,5;40;0,8;0,8;0,04;1,5
5;500;500;0,8;0,8;0,04;0,5;0,5;0,5;40;0,8;0,8;0,04;1,5
2,5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;40;1,2;0,4;0,04;1,5
5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;40;1,2;0,4;0,04;1,5
2,5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;40;0,8;0,4;0,04;1,5
5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;40;0,8;0,4;0,04;1,5
2,5;500;500;0,4;0,4;0,02;1;0,5;0,5;40;1,2;1,2;0,06;1
5;500;500;0,4;0,4;0,02;1;0,5;0,5;40;1,2;1,2;0,06;1
2,5;500;500;0,8;0,4;0,02;1;0,5;0,5;40;0,8;1,2;0,06;1
5;500;500;0,8;0,4;0,02;1;0,5;0,5;40;0,8;1,2;0,06;1
2,5;500;500;0,4;0,8;0,02;1;0,5;0,5;40;1,2;0,8;0,06;1
5;500;500;0,4;0,8;0,02;1;0,5;0,5;40;1,2;0,8;0,06;1
2,5;500;500;0,8;0,8;0,02;1;0,5;0,5;40;0,8;0,8;0,06;1
5;500;500;0,8;0,8;0,02;1;0,5;0,5;40;0,8;0,8;0,06;1
2,5;500;500;0,4;1,2;0,02;1;0,5;0,5;40;1,2;0,4;0,06;1
5;500;500;0,4;1,2;0,02;1;0,5;0,5;40;1,2;0,4;0,06;1
2,5;500;500;0,8;1,2;0,02;1;0,5;0,5;40;0,8;0,4;0,06;1
5;500;500;0,8;1,2;0,02;1;0,5;0,5;40;0,8;0,4;0,06;1
2,5;500;500;0,4;0,4;0,04;1;0,5;0,5;40;1,2;1,2;0,04;1
5;500;500;0,4;0,4;0,04;1;0,5;0,5;40;1,2;1,2;0,04;1
2,5;500;500;0,8;0,4;0,04;1;0,5;0,5;40;0,8;1,2;0,04;1
5;500;500;0,8;0,4;0,04;1;0,5;0,5;40;0,8;1,2;0,04;1
2,5;500;500;0,4;0,8;0,04;1;0,5;0,5;40;1,2;0,8;0,04;1
5;500;500;0,4;0,8;0,04;1;0,5;0,5;40;1,2;0,8;0,04;1
2,5;500;500;0,8;0,8;0,04;1;0,5;0,5;40;0,8;0,8;0,04;1
5;500;500;0,8;0,8;0,04;1;0,5;0,5;40;0,8;0,8;0,04;1
2,5;500;500;0,4;1,2;0,04;1;0,5;0,5;40;1,2;0,4;0,04;1
5;500;500;0,4;1,2;0,04;1;0,5;0,5;40;1,2;0,4;0,04;1
2,5;500;500;0,8;1,2;0,04;1;0,5;0,5;40;0,8;0,4;0,04;1
5;500;500;0,8;1,2;0,04;1;0,5;0,5;40;0,8;0,4;0,04;1
2,5;500;500;0,4;0,4;0,02;0,5;0,5;0,5;Inf;1,2;1,2;0,06;1,5
5;500;500;0,4;0,4;0,02;0,5;0,5;0,5;Inf;1,2;1,2;0,06;1,5
2,5;500;500;0,8;0,4;0,02;0,5;0,5;0,5;Inf;0,8;1,2;0,06;1,5
5;500;500;0,8;0,4;0,02;0,5;0,5;0,5;Inf;0,8;1,2;0,06;1,5
2,5;500;500;0,4;0,8;0,02;0,5;0,5;0,5;Inf;1,2;0,8;0,06;1,5
5;500;500;0,4;0,8;0,02;0,5;0,5;0,5;Inf;1,2;0,8;0,06;1,5
2,5;500;500;0,8;0,8;0,02;0,5;0,5;0,5;Inf;0,8;0,8;0,06;1,5
5;500;500;0,8;0,8;0,02;0,5;0,5;0,5;Inf;0,8;0,8;0,06;1,5
2,5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;Inf;1,2;0,4;0,06;1,5
5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;Inf;1,2;0,4;0,06;1,5
2,5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;Inf;0,8;0,4;0,06;1,5
5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;Inf;0,8;0,4;0,06;1,5
2,5;500;500;0,4;0,4;0,04;0,5;0,5;0,5;Inf;1,2;1,2;0,04;1,5
5;500;500;0,4;0,4;0,04;0,5;0,5;0,5;Inf;1,2;1,2;0,04;1,5
2,5;500;500;0,8;0,4;0,04;0,5;0,5;0,5;Inf;0,8;1,2;0,04;1,5
5;500;500;0,8;0,4;0,04;0,5;0,5;0,5;Inf;0,8;1,2;0,04;1,5
2,5;500;500;0,4;0,8;0,04;0,5;0,5;0,5;Inf;1,2;0,8;0,04;1,5
5;500;500;0,4;0,8;0,04;0,5;0,5;0,5;Inf;1,2;0,8;0,04;1,5
2,5;500;500;0,8;0,8;0,04;0,5;0,5;0,5;Inf;0,8;0,8;0,04;1,5
5;500;500;0,8;0,8;0,04;0,5;0,5;0,5;Inf;0,8;0,8;0,04;1,5
2,5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;Inf;1,2;0,4;0,04;1,5
5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;Inf;1,2;0,4;0,04;1,5
2,5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;Inf;0,8;0,4;0,04;1,5
5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;Inf;0,8;0,4;0,04;1,5
2,5;500;500;0,4;0,4;0,02;1;0,5;0,5;Inf;1,2;1,2;0,06;1
5;500;500;0,4;0,4;0,02;1;0,5;0,5;Inf;1,2;1,2;0,06;1
2,5;500;500;0,8;0,4;0,02;1;0,5;0,5;Inf;0,8;1,2;0,06;1
5;500;500;0,8;0,4;0,02;1;0,5;0,5;Inf;0,8;1,2;0,06;1
2,5;500;500;0,4;0,8;0,02;1;0,5;0,5;Inf;1,2;0,8;0,06;1
5;500;500;0,4;0,8;0,02;1;0,5;0,5;Inf;1,2;0,8;0,06;1
2,5;500;500;0,8;0,8;0,02;1;0,5;0,5;Inf;0,8;0,8;0,06;1
5;500;500;0,8;0,8;0,02;1;0,5;0,5;Inf;0,8;0,8;0,06;1
2,5;500;500;0,4;1,2;0,02;1;0,5;0,5;Inf;1,2;0,4;0,06;1
5;500;500;0,4;1,2;0,02;1;0,5;0,5;Inf;1,2;0,4;0,06;1
2,5;500;500;0,8;1,2;0,02;1;0,5;0,5;Inf;0,8;0,4;0,06;1
5;500;500;0,8;1,2;0,02;1;0,5;0,5;Inf;0,8;0,4;0,06;1
2,5;500;500;0,4;0,4;0,04;1;0,5;0,5;Inf;1,2;1,2;0,04;1
5;500;500;0,4;0,4;0,04;1;0,5;0,5;Inf;1,2;1,2;0,04;1
2,5;500;500;0,8;0,4;0,04;1;0,5;0,5;Inf;0,8;1,2;0,04;1
5;500;500;0,8;0,4;0,04;1;0,5;0,5;Inf;0,8;1,2;0,04;1
2,5;500;500;0,4;0,8;0,04;1;0,5;0,5;Inf;1,2;0,8;0,04;1
5;500;500;0,4;0,8;0,04;1;0,5;0,5;Inf;1,2;0,8;0,04;1
2,5;500;500;0,8;0,8;0,04;1;0,5;0,5;Inf;0,8;0,8;0,04;1
5;500;500;0,8;0,8;0,04;1;0,5;0,5;Inf;0,8;0,8;0,04;1
2,5;500;500;0,4;1,2;0,04;1;0,5;0,5;Inf;1,2;0,4;0,04;1
5;500;500;0,4;1,2;0,04;1;0,5;0,5;Inf;1,2;0,4;0,04;1
2,5;500;500;0,8;1,2;0,04;1;0,5;0,5;Inf;0,8;0,4;0,04;1
5;500;500;0,8;1,2;0,04;1;0,5;0,5;Inf;0,8;0,4;0,04;1
2,5;500;500;0,4;0,6;0,01;0,5;0,5;0,5;40;1,2;1,8;0,03;1,5
5;500;500;0,4;0,6;0,01;0,5;0,5;0,5;40;1,2;1,8;0,03;1,5
2,5;500;500;0,8;0,6;0,01;0,5;0,5;0,5;40;0,8;1,8;0,03;1,5
5;500;500;0,8;0,6;0,01;0,5;0,5;0,5;40;0,8;1,8;0,03;1,5
2,5;500;500;0,4;1,2;0,01;0,5;0,5;0,5;40;1,2;1,2;0,03;1,5
5;500;500;0,4;1,2;0,01;0,5;0,5;0,5;40;1,2;1,2;0,03;1,5
2,5;500;500;0,8;1,2;0,01;0,5;0,5;0,5;40;0,8;1,2;0,03;1,5
5;500;500;0,8;1,2;0,01;0,5;0,5;0,5;40;0,8;1,2;0,03;1,5
2,5;500;500;0,4;1,8;0,01;0,5;0,5;0,5;40;1,2;0,6;0,03;1,5
5;500;500;0,4;1,8;0,01;0,5;0,5;0,5;40;1,2;0,6;0,03;1,5
2,5;500;500;0,8;1,8;0,01;0,5;0,5;0,5;40;0,8;0,6;0,03;1,5
5;500;500;0,8;1,8;0,01;0,5;0,5;0,5;40;0,8;0,6;0,03;1,5
2,5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;40;1,2;1,8;0,02;1,5
5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;40;1,2;1,8;0,02;1,5
2,5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;40;0,8;1,8;0,02;1,5
5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;40;0,8;1,8;0,02;1,5
2,5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;40;1,2;1,2;0,02;1,5
5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;40;1,2;1,2;0,02;1,5
2,5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;40;0,8;1,2;0,02;1,5
5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;40;0,8;1,2;0,02;1,5
2,5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;40;1,2;0,6;0,02;1,5
5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;40;1,2;0,6;0,02;1,5
2,5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;40;0,8;0,6;0,02;1,5
5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;40;0,8;0,6;0,02;1,5
2,5;500;500;0,4;0,6;0,01;1;0,5;0,5;40;1,2;1,8;0,03;1
5;500;500;0,4;0,6;0,01;1;0,5;0,5;40;1,2;1,8;0,03;1
2,5;500;500;0,8;0,6;0,01;1;0,5;0,5;40;0,8;1,8;0,03;1
5;500;500;0,8;0,6;0,01;1;0,5;0,5;40;0,8;1,8;0,03;1
2,5;500;500;0,4;1,2;0,01;1;0,5;0,5;40;1,2;1,2;0,03;1
5;500;500;0,4;1,2;0,01;1;0,5;0,5;40;1,2;1,2;0,03;1
2,5;500;500;0,8;1,2;0,01;1;0,5;0,5;40;0,8;1,2;0,03;1
5;500;500;0,8;1,2;0,01;1;0,5;0,5;40;0,8;1,2;0,03;1
2,5;500;500;0,4;1,8;0,01;1;0,5;0,5;40;1,2;0,6;0,03;1
5;500;500;0,4;1,8;0,01;1;0,5;0,5;40;1,2;0,6;0,03;1
2,5;500;500;0,8;1,8;0,01;1;0,5;0,5;40;0,8;0,6;0,03;1
5;500;500;0,8;1,8;0,01;1;0,5;0,5;40;0,8;0,6;0,03;1
2,5;500;500;0,4;0,6;0,02;1;0,5;0,5;40;1,2;1,8;0,02;1
5;500;500;0,4;0,6;0,02;1;0,5;0,5;40;1,2;1,8;0,02;1
2,5;500;500;0,8;0,6;0,02;1;0,5;0,5;40;0,8;1,8;0,02;1
5;500;500;0,8;0,6;0,02;1;0,5;0,5;40;0,8;1,8;0,02;1
2,5;500;500;0,4;1,2;0,02;1;0,5;0,5;40;1,2;1,2;0,02;1
5;500;500;0,4;1,2;0,02;1;0,5;0,5;40;1,2;1,2;0,02;1
2,5;500;500;0,8;1,2;0,02;1;0,5;0,5;40;0,8;1,2;0,02;1
5;500;500;0,8;1,2;0,02;1;0,5;0,5;40;0,8;1,2;0,02;1
2,5;500;500;0,4;1,8;0,02;1;0,5;0,5;40;1,2;0,6;0,02;1
5;500;500;0,4;1,8;0,02;1;0,5;0,5;40;1,2;0,6;0,02;1
2,5;500;500;0,8;1,8;0,02;1;0,5;0,5;40;0,8;0,6;0,02;1
5;500;500;0,8;1,8;0,02;1;0,5;0,5;40;0,8;0,6;0,02;1
2,5;500;500;0,4;0,6;0,01;0,5;0,5;0,5;Inf;1,2;1,8;0,03;1,5
5;500;500;0,4;0,6;0,01;0,5;0,5;0,5;Inf;1,2;1,8;0,03;1,5
2,5;500;500;0,8;0,6;0,01;0,5;0,5;0,5;Inf;0,8;1,8;0,03;1,5
5;500;500;0,8;0,6;0,01;0,5;0,5;0,5;Inf;0,8;1,8;0,03;1,5
2,5;500;500;0,4;1,2;0,01;0,5;0,5;0,5;Inf;1,2;1,2;0,03;1,5
5;500;500;0,4;1,2;0,01;0,5;0,5;0,5;Inf;1,2;1,2;0,03;1,5
2,5;500;500;0,8;1,2;0,01;0,5;0,5;0,5;Inf;0,8;1,2;0,03;1,5
5;500;500;0,8;1,2;0,01;0,5;0,5;0,5;Inf;0,8;1,2;0,03;1,5
2,5;500;500;0,4;1,8;0,01;0,5;0,5;0,5;Inf;1,2;0,6;0,03;1,5
5;500;500;0,4;1,8;0,01;0,5;0,5;0,5;Inf;1,2;0,6;0,03;1,5
2,5;500;500;0,8;1,8;0,01;0,5;0,5;0,5;Inf;0,8;0,6;0,03;1,5
5;500;500;0,8;1,8;0,01;0,5;0,5;0,5;Inf;0,8;0,6;0,03;1,5
2,5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;Inf;1,2;1,8;0,02;1,5
5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;Inf;1,2;1,8;0,02;1,5
2,5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;Inf;0,8;1,8;0,02;1,5
5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;Inf;0,8;1,8;0,02;1,5
2,5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;Inf;1,2;1,2;0,02;1,5
5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;Inf;1,2;1,2;0,02;1,5
2,5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;Inf;0,8;1,2;0,02;1,5
5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;Inf;0,8;1,2;0,02;1,5
2,5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;Inf;1,2;0,6;0,02;1,5
5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;Inf;1,2;0,6;0,02;1,5
2,5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;Inf;0,8;0,6;0,02;1,5
5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;Inf;0,8;0,6;0,02;1,5
2,5;500;500;0,4;0,6;0,01;1;0,5;0,5;Inf;1,2;1,8;0,03;1
5;500;500;0,4;0,6;0,01;1;0,5;0,5;Inf;1,2;1,8;0,03;1
2,5;500;500;0,8;0,6;0,01;1;0,5;0,5;Inf;0,8;1,8;0,03;1
5;500;500;0,8;0,6;0,01;1;0,5;0,5;Inf;0,8;1,8;0,03;1
2,5;500;500;0,4;1,2;0,01;1;0,5;0,5;Inf;1,2;1,2;0,03;1
5;500;500;0,4;1,2;0,01;1;0,5;0,5;Inf;1,2;1,2;0,03;1
2,5;500;500;0,8;1,2;0,01;1;0,5;0,5;Inf;0,8;1,2;0,03;1
5;500;500;0,8;1,2;0,01;1;0,5;0,5;Inf;0,8;1,2;0,03;1
2,5;500;500;0,4;1,8;0,01;1;0,5;0,5;Inf;1,2;0,6;0,03;1
5;500;500;0,4;1,8;0,01;1;0,5;0,5;Inf;1,2;0,6;0,03;1
2,5;500;500;0,8;1,8;0,01;1;0,5;0,5;Inf;0,8;0,6;0,03;1
5;500;500;0,8;1,8;0,01;1;0,5;0,5;Inf;0,8;0,6;0,03;1
2,5;500;500;0,4;0,6;0,02;1;0,5;0,5;Inf;1,2;1,8;0,02;1
5;500;500;0,4;0,6;0,02;1;0,5;0,5;Inf;1,2;1,8;0,02;1
2,5;500;500;0,8;0,6;0,02;1;0,5;0,5;Inf;0,8;1,8;0,02;1
5;500;500;0,8;0,6;0,02;1;0,5;0,5;Inf;0,8;1,8;0,02;1
2,5;500;500;0,4;1,2;0,02;1;0,5;0,5;Inf;1,2;1,2;0,02;1
5;500;500;0,4;1,2;0,02;1;0,5;0,5;Inf;1,2;1,2;0,02;1
2,5;500;500;0,8;1,2;0,02;1;0,5;0,5;Inf;0,8;1,2;0,02;1
5;500;500;0,8;1,2;0,02;1;0,5;0,5;Inf;0,8;1,2;0,02;1
2,5;500;500;0,4;1,8;0,02;1;0,5;0,5;Inf;1,2;0,6;0,02;1
5;500;500;0,4;1,8;0,02;1;0,5;0,5;Inf;1,2;0,6;0,02;1
2,5;500;500;0,8;1,8;0,02;1;0,5;0,5;Inf;0,8;0,6;0,02;1
5;500;500;0,8;1,8;0,02;1;0,5;0,5;Inf;0,8;0,6;0,02;1
2,5;500;500;0,4;0,6;0,02;0,25;0,5;0,5;40;1,2;1,8;0,06;0,75
5;500;500;0,4;0,6;0,02;0,25;0,5;0,5;40;1,2;1,8;0,06;0,75
2,5;500;500;0,8;0,6;0,02;0,25;0,5;0,5;40;0,8;1,8;0,06;0,75
5;500;500;0,8;0,6;0,02;0,25;0,5;0,5;40;0,8;1,8;0,06;0,75
2,5;500;500;0,4;1,2;0,02;0,25;0,5;0,5;40;1,2;1,2;0,06;0,75
5;500;500;0,4;1,2;0,02;0,25;0,5;0,5;40;1,2;1,2;0,06;0,75
2,5;500;500;0,8;1,2;0,02;0,25;0,5;0,5;40;0,8;1,2;0,06;0,75
5;500;500;0,8;1,2;0,02;0,25;0,5;0,5;40;0,8;1,2;0,06;0,75
2,5;500;500;0,4;1,8;0,02;0,25;0,5;0,5;40;1,2;0,6;0,06;0,75
5;500;500;0,4;1,8;0,02;0,25;0,5;0,5;40;1,2;0,6;0,06;0,75
2,5;500;500;0,8;1,8;0,02;0,25;0,5;0,5;40;0,8;0,6;0,06;0,75
5;500;500;0,8;1,8;0,02;0,25;0,5;0,5;40;0,8;0,6;0,06;0,75
2,5;500;500;0,4;0,6;0,04;0,25;0,5;0,5;40;1,2;1,8;0,04;0,75
5;500;500;0,4;0,6;0,04;0,25;0,5;0,5;40;1,2;1,8;0,04;0,75
2,5;500;500;0,8;0,6;0,04;0,25;0,5;0,5;40;0,8;1,8;0,04;0,75
5;500;500;0,8;0,6;0,04;0,25;0,5;0,5;40;0,8;1,8;0,04;0,75
2,5;500;500;0,4;1,2;0,04;0,25;0,5;0,5;40;1,2;1,2;0,04;0,75
5;500;500;0,4;1,2;0,04;0,25;0,5;0,5;40;1,2;1,2;0,04;0,75
2,5;500;500;0,8;1,2;0,04;0,25;0,5;0,5;40;0,8;1,2;0,04;0,75
5;500;500;0,8;1,2;0,04;0,25;0,5;0,5;40;0,8;1,2;0,04;0,75
2,5;500;500;0,4;1,8;0,04;0,25;0,5;0,5;40;1,2;0,6;0,04;0,75
5;500;500;0,4;1,8;0,04;0,25;0,5;0,5;40;1,2;0,6;0,04;0,75
2,5;500;500;0,8;1,8;0,04;0,25;0,5;0,5;40;0,8;0,6;0,04;0,75
5;500;500;0,8;1,8;0,04;0,25;0,5;0,5;40;0,8;0,6;0,04;0,75
2,5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;40;1,2;1,8;0,06;0,5
5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;40;1,2;1,8;0,06;0,5
2,5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;40;0,8;1,8;0,06;0,5
5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;40;0,8;1,8;0,06;0,5
2,5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;40;1,2;1,2;0,06;0,5
5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;40;1,2;1,2;0,06;0,5
2,5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;40;0,8;1,2;0,06;0,5
5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;40;0,8;1,2;0,06;0,5
2,5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;40;1,2;0,6;0,06;0,5
5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;40;1,2;0,6;0,06;0,5
2,5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;40;0,8;0,6;0,06;0,5
5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;40;0,8;0,6;0,06;0,5
2,5;500;500;0,4;0,6;0,04;0,5;0,5;0,5;40;1,2;1,8;0,04;0,5
5;500;500;0,4;0,6;0,04;0,5;0,5;0,5;40;1,2;1,8;0,04;0,5
2,5;500;500;0,8;0,6;0,04;0,5;0,5;0,5;40;0,8;1,8;0,04;0,5
5;500;500;0,8;0,6;0,04;0,5;0,5;0,5;40;0,8;1,8;0,04;0,5
2,5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;40;1,2;1,2;0,04;0,5
5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;40;1,2;1,2;0,04;0,5
2,5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;40;0,8;1,2;0,04;0,5
5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;40;0,8;1,2;0,04;0,5
2,5;500;500;0,4;1,8;0,04;0,5;0,5;0,5;40;1,2;0,6;0,04;0,5
5;500;500;0,4;1,8;0,04;0,5;0,5;0,5;40;1,2;0,6;0,04;0,5
2,5;500;500;0,8;1,8;0,04;0,5;0,5;0,5;40;0,8;0,6;0,04;0,5
5;500;500;0,8;1,8;0,04;0,5;0,5;0,5;40;0,8;0,6;0,04;0,5
2,5;500;500;0,4;0,6;0,02;0,25;0,5;0,5;Inf;1,2;1,8;0,06;0,75
5;500;500;0,4;0,6;0,02;0,25;0,5;0,5;Inf;1,2;1,8;0,06;0,75
2,5;500;500;0,8;0,6;0,02;0,25;0,5;0,5;Inf;0,8;1,8;0,06;0,75
5;500;500;0,8;0,6;0,02;0,25;0,5;0,5;Inf;0,8;1,8;0,06;0,75
2,5;500;500;0,4;1,2;0,02;0,25;0,5;0,5;Inf;1,2;1,2;0,06;0,75
5;500;500;0,4;1,2;0,02;0,25;0,5;0,5;Inf;1,2;1,2;0,06;0,75
2,5;500;500;0,8;1,2;0,02;0,25;0,5;0,5;Inf;0,8;1,2;0,06;0,75
5;500;500;0,8;1,2;0,02;0,25;0,5;0,5;Inf;0,8;1,2;0,06;0,75
2,5;500;500;0,4;1,8;0,02;0,25;0,5;0,5;Inf;1,2;0,6;0,06;0,75
5;500;500;0,4;1,8;0,02;0,25;0,5;0,5;Inf;1,2;0,6;0,06;0,75
2,5;500;500;0,8;1,8;0,02;0,25;0,5;0,5;Inf;0,8;0,6;0,06;0,75
5;500;500;0,8;1,8;0,02;0,25;0,5;0,5;Inf;0,8;0,6;0,06;0,75
2,5;500;500;0,4;0,6;0,04;0,25;0,5;0,5;Inf;1,2;1,8;0,04;0,75
5;500;500;0,4;0,6;0,04;0,25;0,5;0,5;Inf;1,2;1,8;0,04;0,75
2,5;500;500;0,8;0,6;0,04;0,25;0,5;0,5;Inf;0,8;1,8;0,04;0,75
5;500;500;0,8;0,6;0,04;0,25;0,5;0,5;Inf;0,8;1,8;0,04;0,75
2,5;500;500;0,4;1,2;0,04;0,25;0,5;0,5;Inf;1,2;1,2;0,04;0,75
5;500;500;0,4;1,2;0,04;0,25;0,5;0,5;Inf;1,2;1,2;0,04;0,75
2,5;500;500;0,8;1,2;0,04;0,25;0,5;0,5;Inf;0,8;1,2;0,04;0,75
5;500;500;0,8;1,2;0,04;0,25;0,5;0,5;Inf;0,8;1,2;0,04;0,75
2,5;500;500;0,4;1,8;0,04;0,25;0,5;0,5;Inf;1,2;0,6;0,04;0,75
5;500;500;0,4;1,8;0,04;0,25;0,5;0,5;Inf;1,2;0,6;0,04;0,75
2,5;500;500;0,8;1,8;0,04;0,25;0,5;0,5;Inf;0,8;0,6;0,04;0,75
5;500;500;0,8;1,8;0,04;0,25;0,5;0,5;Inf;0,8;0,6;0,04;0,75
2,5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;Inf;1,2;1,8;0,06;0,5
5;500;500;0,4;0,6;0,02;0,5;0,5;0,5;Inf;1,2;1,8;0,06;0,5
2,5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;Inf;0,8;1,8;0,06;0,5
5;500;500;0,8;0,6;0,02;0,5;0,5;0,5;Inf;0,8;1,8;0,06;0,5
2,5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;Inf;1,2;1,2;0,06;0,5
5;500;500;0,4;1,2;0,02;0,5;0,5;0,5;Inf;1,2;1,2;0,06;0,5
2,5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;Inf;0,8;1,2;0,06;0,5
5;500;500;0,8;1,2;0,02;0,5;0,5;0,5;Inf;0,8;1,2;0,06;0,5
2,5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;Inf;1,2;0,6;0,06;0,5
5;500;500;0,4;1,8;0,02;0,5;0,5;0,5;Inf;1,2;0,6;0,06;0,5
2,5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;Inf;0,8;0,6;0,06;0,5
5;500;500;0,8;1,8;0,02;0,5;0,5;0,5;Inf;0,8;0,6;0,06;0,5
2,5;500;500;0,4;0,6;0,04;0,5;0,5;0,5;Inf;1,2;1,8;0,04;0,5
5;500;500;0,4;0,6;0,04;0,5;0,5;0,5;Inf;1,2;1,8;0,04;0,5
2,5;500;500;0,8;0,6;0,04;0,5;0,5;0,5;Inf;0,8;1,8;0,04;0,5
5;500;500;0,8;0,6;0,04;0,5;0,5;0,5;Inf;0,8;1,8;0,04;0,5
2,5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;Inf;1,2;1,2;0,04;0,5
5;500;500;0,4;1,2;0,04;0,5;0,5;0,5;Inf;1,2;1,2;0,04;0,5
2,5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;Inf;0,8;1,2;0,04;0,5
5;500;500;0,8;1,2;0,04;0,5;0,5;0,5;Inf;0,8;1,2;0,04;0,5
2,5;500;500;0,4;1,8;0,04;0,5;0,5;0,5;Inf;1,2;0,6;0,04;0,5
5;500;500;0,4;1,8;0,04;0,5;0,5;0,5;Inf;1,2;0,6;0,04;0,5
2,5;500;500;0,8;1,8;0,04;0,5;0,5;0,5;Inf;0,8;0,6;0,04;0,5
5;500;500;0,8;1,8;0,04;0,5;0,5;0,5;Inf;0,8;0,6;0,04;0,5
2,5;500;500;0,25;0,4;0,02;0,5;0,5;0,5;40;0,75;1,2;0,06;1,5
5;500;500;0,25;0,4;0,02;0,5;0,5;0,5;40;0,75;1,2;0,06;1,5
2,5;500;500;0,5;0,4;0,02;0,5;0,5;0,5;40;0,5;1,2;0,06;1,5
5;500;500;0,5;0,4;0,02;0,5;0,5;0,5;40;0,5;1,2;0,06;1,5
2,5;500;500;0,25;0,8;0,02;0,5;0,5;0,5;40;0,75;0,8;0,06;1,5
5;500;500;0,25;0,8;0,02;0,5;0,5;0,5;40;0,75;0,8;0,06;1,5
2,5;500;500;0,5;0,8;0,02;0,5;0,5;0,5;40;0,5;0,8;0,06;1,5
5;500;500;0,5;0,8;0,02;0,5;0,5;0,5;40;0,5;0,8;0,06;1,5
2,5;500;500;0,25;1,2;0,02;0,5;0,5;0,5;40;0,75;0,4;0,06;1,5
5;500;500;0,25;1,2;0,02;0,5;0,5;0,5;40;0,75;0,4;0,06;1,5
2,5;500;500;0,5;1,2;0,02;0,5;0,5;0,5;40;0,5;0,4;0,06;1,5
5;500;500;0,5;1,2;0,02;0,5;0,5;0,5;40;0,5;0,4;0,06;1,5
